"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2011,"Muzzleloader","10A",14,282,78,27.6,1153,3,75,0,0,100
2011,"Any Weapon","11",15,1974,655,33.2,11110,474,182,64.2,28.6,100
2011,"Archery","11",15,10,1,9.5,64,,1,,,100
2011,"Muzzleloader","11",15,,5,,,5,,100,81.1,100
2011,"Any Weapon","11A",16,2441,1106,45.3,13892,849,257,70.5,28.8,99.1
2011,"Archery","11A",16,89,20,22,663,19,1,49.5,10.8,73.1
2011,"Muzzleloader","11A",16,5,,0,30,,,,,
2011,"Any Weapon","12",17,166,46,27.5,909,36,10,48.7,14.1,79.9
2011,"Archery","12",17,5,,0,61,,,,,
2011,"Muzzleloader","12",17,,,,,,,,,
2011,"Any Weapon","13",18,535,166,31,2941,140,26,52.9,18.2,95.1
2011,"Archery","13",18,4,,0,17,,,,,
2011,"Muzzleloader","13",18,,,,,,,,,
2011,"Any Weapon","14",19,1253,378,30.2,6095,301,74,60,18,96.1
2011,"Archery","14",19,15,3,20.4,170,3,,100,0,100
2011,"Muzzleloader","14",19,,,,,,,,,
2011,"Any Weapon","15",20,1979,905,45.7,10829,639,262,54.3,14.6,99
2011,"Archery","15",20,319,86,27,2114,48,37,67.5,27.5,100
2011,"Muzzleloader","15",20,4,6,149.2,8,6,,100,67,100
2011,"Any Weapon","16",21,803,370,46,4056,269,101,55.5,14.9,98.6
2011,"Archery","16",21,7,2,28.6,29,2,,100,50,100
2011,"Muzzleloader","16",21,163,49,30,677,41,8,57.6,17.9,100
2011,"Any Weapon","16A",22,104,32,30.8,548,25,7,52.1,24,93.7
2011,"Archery","16A",22,,,,,,,,,
2011,"Muzzleloader","16A",22,1,,0,5,,,,,
2011,"Any Weapon","17",23,285,78,27.4,1837,68,10,72.4,19.4,68.5
2011,"Archery","17",23,,1,,,1,,0,0,100
2011,"Muzzleloader","17",23,4,,0,4,,,,,
2011,"Any Weapon","18",24,742,263,35.4,3618,210,49,64,32.8,99.6
2011,"Archery","18",24,1,,0,1,,,,,
2011,"Muzzleloader","18",24,,,,,,,,,
2011,"Any Weapon","19",25,320,77,24.2,1668,64,13,52.3,20.8,25.2
2011,"Archery","19",25,1,,0,15,,,,,
2011,"Muzzleloader","19",25,,,,,,,,,
2011,"Any Weapon","19A",26,312,55,17.7,1719,46,9,35.8,13.6,21.8
2011,"Archery","19A",26,40,5,12.5,276,3,2,66.7,33.3,0
2011,"Muzzleloader","19A",26,2,4,214.1,23,4,,0,0,0
2011,"Any Weapon","20",27,166,51,30.7,985,41,10,70.2,22.7,44.2
2011,"Archery","20",27,6,4,65.3,20,4,,100,0,100
2011,"Muzzleloader","20",27,,,,,,,,,
2011,"Any Weapon","20A",28,142,35,24.4,863,35,,28.8,25.9,56
2011,"Archery","20A",28,,,,,,,,,
2011,"Muzzleloader","20A",28,,,,,,,,,
2011,"Any Weapon","21",29,308,71,23.1,1652,59,12,17.1,1.7,12.9
2011,"Archery","21",29,35,2,5.7,307,1,1,0,0,50
2011,"Muzzleloader","21",29,,,,,,,,,
2011,"Any Weapon","21A",30,405,141,34.8,2006,133,8,28.1,6,24.6
2011,"Archery","21A",30,28,4,14.1,155,,4,,,50
2011,"Muzzleloader","21A",30,5,7,140,13,7,,71.4,28.6,100
2011,"Any Weapon","22",31,1239,207,16.7,5088,112,96,9.2,0,14.2
2011,"Archery","22",31,281,26,9.3,1970,4,18,0,0,15.3
2011,"Muzzleloader","22",31,4,,0,17,,,,,
2011,"Any Weapon","23",32,1805,436,24.2,9459,380,56,46.6,9.1,39.3
2011,"Archery","23",32,309,59,19.2,1980,27,33,49.8,23.6,17.7
2011,"Muzzleloader","23",32,16,1,6.1,69,1,,100,0,100
2011,"Any Weapon","24",33,1879,305,16.2,9741,201,104,49.1,12.8,23.6
2011,"Archery","24",33,476,89,18.7,3299,37,52,27.7,10.9,7.9
2011,"Muzzleloader","24",33,40,2,5,229,2,,100,50,100
2011,"Any Weapon","25",34,531,57,10.8,2835,51,6,35.6,7.8,5.2
2011,"Archery","25",34,107,25,23.7,762,6,19,50,16.7,3.9
2011,"Muzzleloader","25",34,1,,0,2,,,,,
2011,"Any Weapon","26",35,162,16,9.6,805,11,4,26.2,8.7,6.4
2011,"Archery","26",35,,,,,,,,,
2011,"Muzzleloader","26",35,1,,0,1,,,,,
2011,"Any Weapon","27",36,396,84,21.2,2254,83,1,55.6,9.9,0
2011,"Archery","27",36,1,1,100,10,1,,0,0,0
2011,"Muzzleloader","27",36,,1,,,1,,100,0,0
2011,"Any Weapon","28",37,1174,403,34.4,6088,368,35,36.1,8.9,3
2011,"Archery","28",37,379,102,27,1562,44,58,31.1,2.5,4.1
2011,"Muzzleloader","28",37,15,9,63.7,43,7,2,72.6,0,100
2011,"Any Weapon","29",38,763,254,33.2,2999,228,25,37.8,4.9,22.5
2011,"Archery","29",38,153,36,23.7,956,25,11,56.3,20.7,36.2
2011,"Muzzleloader","29",38,35,14,40.8,141,12,2,83.7,43.1,100
2011,"Any Weapon","30",39,738,337,45.6,2852,315,21,36.6,9.8,30.2
2011,"Archery","30",39,91,9,10,517,9,,66.9,0,66.9
2011,"Muzzleloader","30",39,62,33,53.2,358,18,15,71.6,35.8,100
2011,"Any Weapon","30A",40,57,39,69.5,308,35,4,46.7,15.9,18.5
2011,"Archery","30A",40,27,4,14.8,216,1,3,0,0,0
2011,"Muzzleloader","30A",40,,,,,,,,,
2011,"Any Weapon","31",41,1322,320,24.2,4780,274,46,31.3,4.5,1.3
2011,"Archery","31",41,205,8,3.9,1591,3,5,100,0,0
2011,"Muzzleloader","31",41,1,,0,2,,,,,
2011,"Any Weapon","32",42,3395,842,24.8,11319,650,192,35.6,6.9,1.8
2011,"Archery","32",42,251,22,8.9,1269,16,6,56.2,6.1,0
2011,"Muzzleloader","32",42,3,6,207,8,6,,16.1,0,16.1
2011,"Any Weapon","32A",43,2190,401,18.3,8622,291,110,51,13.2,4.3
2011,"Archery","32A",43,273,32,11.7,1864,9,23,0,0,0
2011,"Muzzleloader","32A",43,8,1,12.2,27,1,,0,0,0
2011,"Any Weapon","33",44,881,76,8.6,4437,64,11,23.7,4.7,28.1
2011,"Archery","33",44,153,9,5.9,1015,2,7,100,0,11.1
2011,"Muzzleloader","33",44,4,,0,8,,,,,
2011,"Any Weapon","34",45,249,40,16.2,1121,40,,62,17.9,31.9
2011,"Archery","34",45,64,6,9.8,408,5,1,80.8,0,0
2011,"Muzzleloader","34",45,,,,,,,,,
2011,"Any Weapon","35",46,277,33,12.1,1119,28,5,35.2,7,0
2011,"Archery","35",46,37,5,13.7,200,4,1,0,0,0
2011,"Muzzleloader","35",46,,,,,,,,,
2011,"Any Weapon","36",47,669,148,22.1,2915,147,1,33.4,7.6,3.5
2011,"Archery","36",47,124,17,13.7,896,8,9,25,0,0
2011,"Muzzleloader","36",47,1,,0,5,,,,,
2011,"Any Weapon","36A",48,235,74,31.4,1085,68,6,41.8,5.9,4.1
2011,"Archery","36A",48,40,8,20.6,434,3,5,66.7,33.3,0
2011,"Muzzleloader","36A",48,1,1,100,,1,,100,100,100
2011,"Any Weapon","36B",49,740,286,38.6,3614,275,10,25.7,3.6,2.5
2011,"Archery","36B",49,47,14,30.4,334,11,3,35.9,27,21
2011,"Muzzleloader","36B",49,14,2,14.7,58,2,,100,100,100
2011,"Any Weapon","37",50,330,125,38,1196,113,12,45.3,17.3,18
2011,"Archery","37",50,69,4,6.1,424,4,,100,0,100
2011,"Muzzleloader","37",50,12,13,108.1,37,12,1,91.9,51.2,100
2011,"Any Weapon","37A",51,147,44,30.2,601,43,1,37.3,4.6,4.5
2011,"Archery","37A",51,34,6,18.4,155,2,4,0,0,16.1
2011,"Muzzleloader","37A",51,5,2,37.7,10,2,,100,100,100
2011,"Any Weapon","38",52,1141,264,23.2,4776,109,155,14.2,4.1,3.1
2011,"Archery","38",52,113,5,4.4,594,4,1,50,25,0
2011,"Muzzleloader","38",52,70,35,50.7,169,7,28,14.3,0,0
2011,"Any Weapon","39",53,8827,1292,14.6,36622,1046,247,34,5.1,0.9
2011,"Archery","39",53,1607,187,11.6,7362,120,67,33.1,11,0
2011,"Muzzleloader","39",53,463,71,15.3,2689,4,67,100,0,1.4
2011,"Any Weapon","40",54,2701,813,30.1,8088,704,109,1.6,0,1
2011,"Archery","40",54,214,48,22.3,947,19,28,0,0,0
2011,"Muzzleloader","40",54,9,4,43.2,21,4,,0,0,0
2011,"Any Weapon","41",55,494,128,26,1397,103,25,2,0,10.5
2011,"Archery","41",55,16,7,43.4,100,1,6,0,0,14.2
2011,"Muzzleloader","41",55,,,,,,,,,
2011,"Any Weapon","42",56,380,91,24,1158,87,4,4.6,0,0
2011,"Archery","42",56,19,6,32.3,111,5,1,0,0,0
2011,"Muzzleloader","42",56,,,,,,,,,
2011,"Any Weapon","43",57,2375,705,29.7,10110,631,74,37.7,8.3,0.4
2011,"Archery","43",57,313,50,16,1889,26,24,35.9,32.1,0
2011,"Muzzleloader","43",57,4,,0,8,,,,,
2011,"Any Weapon","44",58,,,,,,,,,
2011,"Archery","44",58,,,,,,,,,
2011,"Muzzleloader","44",58,,,,,,,,,
2011,"Any Weapon","45",59,133,39,29.2,374,22,16,54.6,4.4,0
2011,"Archery","45",59,6,,0,18,,,,,
2011,"Muzzleloader","45",59,21,8,37.2,43,2,6,50,0,37.5
2011,"Any Weapon","46",60,1265,356,28.1,4856,305,50,30.9,7,0.6
2011,"Archery","46",60,63,18,28.9,333,10,8,40,20,0
2011,"Muzzleloader","46",60,4,,0,4,,,,,
2011,"Any Weapon","47",61,27,2,7.5,78,1,1,0,0,0
2011,"Archery","47",61,56,3,5.4,219,2,1,0,0,0
2011,"Muzzleloader","47",61,1,,0,5,,,,,
2011,"Any Weapon","48",62,1418,333,23.5,5618,297,36,42.8,10.3,1.9
2011,"Archery","48",62,100,5,5,795,2,3,0,0,0
2011,"Muzzleloader","48",62,,,,,,,,,
2011,"Any Weapon","49",63,1753,372,21.2,7283,329,41,38.8,7.8,3.6
2011,"Archery","49",63,143,12,8.7,966,5,7,0,0,0
2011,"Muzzleloader","49",63,2,4,210.5,4,4,,0,0,0
2011,"Any Weapon","50",64,1269,303,23.9,4917,265,37,35.9,13.2,2.7
2011,"Archery","50",64,188,5,2.8,1424,1,4,,,0
2011,"Muzzleloader","50",64,,,,,,,,,
2011,"Any Weapon","51",65,753,171,22.7,2863,141,30,42,10.4,4.1
2011,"Archery","51",65,105,11,10.4,722,2,9,0,0,9.1
2011,"Muzzleloader","51",65,8,,0,44,,,,,
2011,"Any Weapon","52",66,,,,,,,,,
2011,"Archery","52",66,,,,,,,,,
2011,"Muzzleloader","52",66,,,,,,,,,
2011,"Any Weapon","52A",67,735,94,12.8,2987,79,15,42.4,3.8,0
2011,"Archery","52A",67,22,2,9,97,1,1,0,0,0
2011,"Muzzleloader","52A",67,,,,,,,,,
2011,"Any Weapon","53",68,434,111,25.6,1792,57,54,42.5,19.5,1.8
2011,"Archery","53",68,90,9,10.3,436,6,3,100,31.8,0
2011,"Muzzleloader","53",68,33,32,96.3,167,17,14,49.5,0,0
2011,"Any Weapon","54",69,70,13,19.2,218,7,6,13.9,13.9,7.5
2011,"Archery","54",69,693,114,16.5,3751,65,49,13.8,9.2,0.9
2011,"Muzzleloader","54",69,,,,,,,,,
2011,"Any Weapon","55",70,72,3,4.1,354,2,1,50,0,0
2011,"Archery","55",70,787,62,7.8,3360,46,15,35.5,2.2,6.6
2011,"Muzzleloader","55",70,,,,,,,,,
2011,"Any Weapon","56",71,1753,309,17.6,5577,252,57,46.1,14.4,0.6
2011,"Archery","56",71,91,6,6.6,430,1,5,0,0,0
2011,"Muzzleloader","56",71,2,,0,4,,,,,
2011,"Any Weapon","57",72,44,6,14,94,4,2,0,0,0
2011,"Archery","57",72,10,1,9.5,89,1,,100,0,0
2011,"Muzzleloader","57",72,,,,,,,,,
2011,"Any Weapon","58",73,444,120,26.9,1305,94,25,25.7,1.1,4.2
2011,"Archery","58",73,66,2,3,383,,2,,,0
2011,"Muzzleloader","58",73,,,,,,,,,
2011,"Any Weapon","59",74,962,211,21.9,3216,148,62,28.1,2.8,1.9
2011,"Archery","59",74,183,35,19.2,1227,10,25,10.9,0,0
2011,"Muzzleloader","59",74,14,1,7,68,1,,0,0,0
2011,"Any Weapon","59A",75,235,38,16.4,863,23,15,25.8,0,0
2011,"Archery","59A",75,57,3,5.3,436,2,1,0,0,0
2011,"Muzzleloader","59A",75,1,,0,7,,,,,
2011,"Any Weapon","60",76,654,53,8.1,2933,45,8,49.2,28.4,27.4
2011,"Archery","60",76,209,8,3.9,1950,7,1,100,41.6,87.8
2011,"Muzzleloader","60",76,,,,,,,,,
2011,"Any Weapon","60A",77,412,109,26.4,1483,75,34,27.4,8.4,16.1
2011,"Archery","60A",77,113,12,10.8,1241,8,4,75.6,51.3,100
2011,"Muzzleloader","60A",77,,,,,,,,,
2011,"Any Weapon","61",78,758,83,10.9,3068,72,11,31.6,1.4,14.6
2011,"Archery","61",78,322,31,9.6,2914,17,14,62.7,31.3,20
2011,"Muzzleloader","61",78,20,,0,99,,,,,
2011,"Any Weapon","62",79,395,47,11.8,1655,42,5,12,0,49.7
2011,"Archery","62",79,51,7,14.3,397,5,2,100,0,86.1
2011,"Muzzleloader","62",79,,,,,,,,,
2011,"Any Weapon","62A",80,177,37,21.1,962,27,10,19.4,19.4,56.5
2011,"Archery","62A",80,32,,0,290,,,,,
2011,"Muzzleloader","62A",80,5,,0,7,,,,,
2011,"Any Weapon","63",81,347,39,11.3,1794,34,5,8.8,5.9,33.9
2011,"Archery","63",81,157,19,12.2,1417,18,1,89,55.7,63.3
2011,"Muzzleloader","63",81,19,7,38.1,51,7,,14.2,0,0
2011,"Any Weapon","63A",82,530,125,23.6,3024,82,43,56,32.2,94.4
2011,"Archery","63A",82,385,91,23.7,4263,79,13,63,23.7,100
2011,"Muzzleloader","63A",82,53,37,69,286,25,11,52.1,21.9,100
2011,"Any Weapon","64",83,530,55,10.4,1995,36,19,14.4,0,24.2
2011,"Archery","64",83,146,6,4.2,860,5,1,100,80.8,100
2011,"Muzzleloader","64",83,4,,0,9,,,,,
2011,"Any Weapon","65",84,259,30,11.7,1215,12,18,60,20,57
2011,"Archery","65",84,88,28,32.1,870,28,,81.3,10.8,100
2011,"Muzzleloader","65",84,,,,,,,,,
2011,"Any Weapon","66",85,1113,93,8.3,4507,67,26,56.5,7.4,6.5
2011,"Archery","66",85,186,1,0.5,1364,,1,,,0
2011,"Muzzleloader","66",85,1,,0,1,,,,,
2011,"Any Weapon","66A",86,549,73,13.3,2483,55,18,44.1,5.5,2.7
2011,"Archery","66A",86,151,4,2.6,1439,3,1,33.3,33.3,0
2011,"Muzzleloader","66A",86,,,,,,,,,
2011,"Any Weapon","67",87,586,50,8.6,2324,46,4,64.1,11.5,37.3
2011,"Archery","67",87,102,9,9.2,566,9,,100,55.3,100
2011,"Muzzleloader","67",87,,,,,,,,,
2011,"Any Weapon","68",88,602,97,16.1,2340,77,20,25,11.7,1
2011,"Archery","68",88,48,2,4.2,221,2,,100,100,50
2011,"Muzzleloader","68",88,,,,,,,,,
2011,"Any Weapon","68A",89,36,10,28.6,126,6,4,16.1,0,0
2011,"Archery","68A",89,,,,,,,,,
2011,"Muzzleloader","68A",89,,,,,,,,,
2011,"Any Weapon","69",90,2525,321,12.7,10098,245,75,44,5.5,5.4
2011,"Archery","69",90,282,9,3.3,1786,6,3,83.9,83.9,21.7
2011,"Muzzleloader","69",90,18,,0,76,,,,,
2011,"Any Weapon","70",91,248,54,21.9,794,9,45,25,0,7.5
2011,"Archery","70",91,178,20,11.5,1324,12,8,8.2,0,0
2011,"Muzzleloader","70",91,,,,,,,,,
2011,"Any Weapon","71",92,1024,192,18.7,3662,146,45,33.5,7.1,1
2011,"Archery","71",92,83,4,4.8,393,2,2,50,0,0
2011,"Muzzleloader","71",92,1,,0,6,,,,,
2011,"Any Weapon","72",93,717,118,16.5,2750,88,29,29.2,7,0.8
2011,"Archery","72",93,80,3,3.8,691,1,2,0,0,0
2011,"Muzzleloader","72",93,,,,,,,,,
2011,"Any Weapon","73",94,380,89,23.5,1657,50,40,26.7,14.2,11.8
2011,"Archery","73",94,184,17,9.3,1382,14,3,77.3,37.8,0
2011,"Muzzleloader","73",94,1,,0,1,,,,,
2011,"Any Weapon","73A",95,909,222,24.4,3286,186,35,32.2,5.9,4.1
2011,"Archery","73A",95,36,5,13.9,201,3,2,0,0,0
2011,"Muzzleloader","73A",95,,,,,,,,,
2011,"Any Weapon","74",96,1110,255,23,4164,207,48,33.3,5,0.8
2011,"Archery","74",96,101,11,11.3,748,10,1,50,40.4,0
2011,"Muzzleloader","74",96,1,,0,1,,,,,
2011,"Any Weapon","75",97,862,162,18.8,3468,145,17,40.3,9.8,0
2011,"Archery","75",97,111,8,7.2,685,6,2,33.3,0,0
2011,"Muzzleloader","75",97,,,,,,,,,
2011,"Any Weapon","76",98,2498,515,20.6,12458,388,126,32.2,6.4,3.4
2011,"Archery","76",98,575,24,4.2,5919,17,7,29.1,5.8,8.3
2011,"Muzzleloader","76",98,5,,0,19,,,,,
2011,"Any Weapon","77",99,626,157,25.2,2540,137,21,46.6,8.8,0.6
2011,"Archery","77",99,102,8,8.1,543,3,5,33.3,0,0
2011,"Muzzleloader","77",99,,,,,,,,,
2011,"Any Weapon","78",100,132,27,20.7,626,14,13,57.8,14.1,3.7
2011,"Archery","78",100,95,11,11.8,667,10,1,29.4,0,0
2011,"Muzzleloader","78",100,,,,,,,,,
