"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2008,"Any Weapon","24",33,1546,222,14.3,8112,163,58,30.5,6.2,15.1
2008,"Archery","24",33,379,50,13.2,2753,20,30,40,20,8
2008,"Muzzleloader","24",33,45,5,11.1,369,4,1,0,0,40
2008,"All Weapons Combined","24",33,1971,277,14.1,11235,187,89,30.9,7.6,14.3
2008,"Any Weapon","25",34,459,70,15.2,2389,61,8,43.4,4.9,1.4
2008,"Archery","25",34,92,33,35.7,506,7,25,0,0,3
2008,"Muzzleloader","25",34,2,0,0,33,,,,,
2008,"All Weapons Combined","25",34,553,103,18.6,2928,68,33,38.9,4.4,1.9
2008,"Any Weapon","26",35,174,33,19.2,946,32,,33.9,12.3,22.3
2008,"Archery","26",35,6,0,0,33,,,,,
2008,"Muzzleloader","26",35,1,0,0,1,,,,,
2008,"All Weapons Combined","26",35,181,33,18.2,980,32,,33.9,12.3,22.3
2008,"Any Weapon","27",36,557,84,15.1,3513,80,1,50.1,6.2,1.2
2008,"Archery","27",36,7,0,0,29,,,,,
2008,"Muzzleloader","27",36,1,1,100,1,1,,0,0,0
2008,"All Weapons Combined","27",36,565,85,15,3543,81,1,49.4,6.2,1.2
2008,"Any Weapon","28",37,1428,437,30.6,7363,424,11,28.1,4.7,9.5
2008,"Archery","28",37,248,64,25.7,1302,13,51,30.8,15.4,4.7
2008,"Muzzleloader","28",37,11,6,54.5,39,6,,33.3,16.7,83.3
2008,"All Weapons Combined","28",37,1687,507,30.1,8704,443,62,28.2,5.2,9.8
2008,"Any Weapon","29",38,709,282,39.8,2695,276,6,38.8,6.5,15.6
2008,"Archery","29",38,191,51,26.6,1206,39,11,10.2,2.5,5.9
2008,"Muzzleloader","29",38,34,9,26.1,174,7,2,85.7,14.3,100
2008,"All Weapons Combined","29",38,938,343,36.6,4082,323,19,36.2,6.2,16.3
2008,"Any Weapon","30",39,611,212,34.7,2477,205,5,19.5,5.9,17.9
2008,"Archery","30",39,103,20,19.7,670,7,13,28.6,0,4.9
2008,"Muzzleloader","30",39,45,21,47.3,295,18,3,61.4,22.1,100
2008,"All Weapons Combined","30",39,760,254,33.4,3442,230,21,23.1,6.9,23.7
2008,"Any Weapon","30A",40,42,15,35.3,157,14,1,70.9,49.1,13.6
2008,"Archery","30A",40,53,19,35.3,462,2,17,0,0,0
2008,"Muzzleloader","30A",40,0,0,,0,0,0,,,
2008,"All Weapons Combined","30A",40,94,33,35.1,619,16,18,61.9,42.9,6
2008,"Any Weapon","31",41,1258,528,42,4419,444,80,41.9,6,0.2
2008,"Archery","31",41,158,15,9.5,1100,6,8,66.7,50,0
2008,"Muzzleloader","31",41,0,1,,0,1,,0,0,0
2008,"All Weapons Combined","31",41,1415,544,38.4,5518,451,88,42.1,6.6,0.2
2008,"Any Weapon","32",42,3099,999,32.3,10426,795,200,27.9,3.8,0.9
2008,"Archery","32",42,293,61,20.9,1955,39,23,47.1,2.6,15.3
2008,"Muzzleloader","32",42,13,3,23.5,32,3,,33.3,0,0
2008,"All Weapons Combined","32",42,3407,1064,31.2,12419,837,223,28.9,3.8,1.7
2008,"Any Weapon","32A",43,2374,555,23.4,9278,412,130,17.1,2.5,4.4
2008,"Archery","32A",43,242,21,8.7,1741,9,11,44.4,0,0
2008,"Muzzleloader","32A",43,1,4,400,5,2,2,0,0,0
2008,"All Weapons Combined","32A",43,2617,580,22.2,11024,423,143,17.6,2.4,4.2
2008,"Any Weapon","33",44,1307,149,11.4,6211,135,10,26.2,9.9,21.8
2008,"Archery","33",44,159,19,12.2,1136,5,14,20,20,5.2
2008,"Muzzleloader","33",44,6,0,0,18,,,,,
2008,"All Weapons Combined","33",44,1472,169,11.5,7365,140,24,26,10.3,19.8
2008,"Any Weapon","34",45,278,18,6.5,1343,16,1,18.8,0,0
2008,"Archery","34",45,105,17,16.6,806,3,14,0,0,0
2008,"Muzzleloader","34",45,1,0,0,3,,,,,
2008,"All Weapons Combined","34",45,383,35,9.1,2152,19,15,15.8,0,0
2008,"Any Weapon","35",46,328,41,12.5,1469,41,,41.5,7.3,0
2008,"Archery","35",46,49,2,4.1,349,1,1,0,0,0
2008,"Muzzleloader","35",46,0,0,,0,0,0,,,
2008,"All Weapons Combined","35",46,377,43,11.4,1818,42,1,40.5,7.1,0
2008,"Any Weapon","36",47,617,99,16,3048,97,1,32.7,3.1,1
2008,"Archery","36",47,177,38,21.7,1223,9,29,0,0,0
2008,"Muzzleloader","36",47,0,0,,0,0,0,,,
2008,"All Weapons Combined","36",47,794,137,17.3,4272,106,30,30.2,2.9,0.7
2008,"Any Weapon","36A",48,454,110,24.1,1998,108,,40.5,12.7,8.3
2008,"Archery","36A",48,78,2,2.6,532,1,1,100,0,0
2008,"Muzzleloader","36A",48,0,0,,0,0,0,,,
2008,"All Weapons Combined","36A",48,532,112,21.1,2530,109,1,41.1,12.5,8.2
2008,"Any Weapon","36B",49,896,293,32.7,4414,293,,34.6,3.8,4.9
2008,"Archery","36B",49,72,9,12.9,423,9,,100,100,0
2008,"Muzzleloader","36B",49,16,3,18.2,103,3,,100,33.3,100
2008,"All Weapons Combined","36B",49,984,307,31.2,4940,307,,37.2,7,5.7
2008,"Any Weapon","37",50,368,150,40.8,1397,149,1,45.8,4,12
2008,"Archery","37",50,68,10,15.3,442,10,,90.4,9.6,0
2008,"Muzzleloader","37",50,13,9,70.2,31,9,,100,100,89.4
2008,"All Weapons Combined","37",50,451,171,37.9,1870,170,1,51.3,9.7,15.4
2008,"Any Weapon","37A",51,192,74,38.7,714,74,,31.5,2.7,15.6
2008,"Archery","37A",51,34,7,20.3,256,3,3,33.3,0,0
2008,"Muzzleloader","37A",51,5,3,60,26,3,,100,66.7,100
2008,"All Weapons Combined","37A",51,232,84,36.2,995,80,3,34.1,5,17.3
2008,"Any Weapon","38",52,1023,230,22.5,4351,74,151,18.8,3.1,0.9
2008,"Archery","38",52,81,9,11.2,458,8,1,42.9,28.6,0
2008,"Muzzleloader","38",52,51,24,47.5,168,16,8,18.3,0,0
2008,"All Weapons Combined","38",52,1156,264,22.8,4977,98,160,20.6,4.6,0.8
2008,"Any Weapon","39",53,8792,1342,15.3,37826,1005,316,24.9,5.3,0.5
2008,"Archery","39",53,1395,177,12.7,6279,107,68,28.8,3.7,0
2008,"Muzzleloader","39",53,387,83,21.4,2036,4,78,0,0,0
2008,"All Weapons Combined","39",53,10574,1605,15.2,46142,1116,462,25.3,5.1,0.4
2008,"Any Weapon","40",54,2004,516,25.7,6141,425,90,0.7,0,0.2
2008,"Archery","40",54,170,53,31.3,783,28,25,0,0,0
2008,"Muzzleloader","40",54,9,0,0,182,,,,,
2008,"All Weapons Combined","40",54,2184,569,26.1,7106,452,115,0.7,0,0.2
2008,"Any Weapon","41",55,483,116,24,1389,90,24,1.1,0,1.7
2008,"Archery","41",55,17,6,35.3,84,3,3,0,0,0
2008,"Muzzleloader","41",55,0,0,,0,0,0,,,
2008,"All Weapons Combined","41",55,500,122,24.4,1473,93,27,1.1,0,1.6
2008,"Any Weapon","42",56,279,38,13.8,913,35,1,0,0,2.6
2008,"Archery","42",56,20,1,4.9,65,,1,,,0
2008,"Muzzleloader","42",56,0,0,,0,0,0,,,
2008,"All Weapons Combined","42",56,299,39,13,978,35,2,0,0,2.5
2008,"Any Weapon","43",57,2015,637,31.6,7958,557,76,39.1,7.2,2.3
2008,"Archery","43",57,276,67,24.2,1847,41,25,2.5,0,0
2008,"Muzzleloader","43",57,2,0,0,7,,,,,
2008,"All Weapons Combined","43",57,2293,703,30.7,9812,598,101,36.6,6.7,2.1
2008,"Any Weapon","44",58,0,0,,0,0,0,,,
2008,"Archery","44",58,0,0,,0,0,0,,,
2008,"Muzzleloader","44",58,0,0,,0,0,0,,,
2008,"All Weapons Combined","44",58,0,0,,0,0,0,,,
2008,"Any Weapon","45",59,0,0,,0,0,0,,,
2008,"Archery","45",59,0,0,,0,0,0,,,
2008,"Muzzleloader","45",59,0,0,,0,0,0,,,
2008,"All Weapons Combined","45",59,0,0,,0,0,0,,,
2008,"Any Weapon","46",60,1137,255,22.5,4911,240,3,35,13.4,0.4
2008,"Archery","46",60,38,11,29.7,196,3,8,66.7,33.3,0
2008,"Muzzleloader","46",60,14,5,34.7,80,5,,0,0,0
2008,"All Weapons Combined","46",60,1189,272,22.9,5187,248,11,34.7,13.3,0.4
2008,"Any Weapon","47",61,25,2,8.1,121,2,,0,0,0
2008,"Archery","47",61,29,0,0,108,,,,,
2008,"Muzzleloader","47",61,0,0,,0,0,0,,,
2008,"All Weapons Combined","47",61,54,2,3.7,229,2,,0,0,0
2008,"Any Weapon","48",62,1479,355,24,6041,316,27,29.7,5.1,2.9
2008,"Archery","48",62,113,24,21,756,21,3,85.5,85.5,0
2008,"Muzzleloader","48",62,0,0,,0,0,0,,,
2008,"All Weapons Combined","48",62,1592,380,23.9,6797,337,30,33.1,10.1,2.7
2008,"Any Weapon","49",63,1856,471,25.3,7246,390,79,32.1,4.6,1.1
2008,"Archery","49",63,194,15,7.7,1293,8,6,25,25,0
2008,"Muzzleloader","49",63,0,0,,0,0,0,,,
2008,"All Weapons Combined","49",63,2051,486,23.7,8539,398,85,31.9,5,1
2008,"Any Weapon","50",64,1506,365,24.3,6525,295,68,33.7,6.2,0.8
2008,"Archery","50",64,189,17,9.2,1256,14,3,20.8,0,5.7
2008,"Muzzleloader","50",64,0,1,,0,,1,,,0
2008,"All Weapons Combined","50",64,1695,384,22.7,7781,309,72,33.1,5.9,1
2008,"Any Weapon","51",65,839,180,21.4,2810,143,36,24.6,6.3,2.8
2008,"Archery","51",65,137,22,16.4,1337,16,6,18.3,12.2,4.5
2008,"Muzzleloader","51",65,9,8,89.4,27,8,,0,0,0
2008,"All Weapons Combined","51",65,985,210,21.3,4174,168,42,22.8,6.6,2.9
2008,"Any Weapon","52",66,0,0,,0,0,0,,,
2008,"Archery","52",66,0,0,,0,0,0,,,
2008,"Muzzleloader","52",66,0,0,,0,0,0,,,
2008,"All Weapons Combined","52",66,0,0,,0,0,0,,,
2008,"Any Weapon","52A",67,594,126,21.2,2648,95,29,49.7,8.5,0
2008,"Archery","52A",67,52,2,3.8,325,2,,50,50,0
2008,"Muzzleloader","52A",67,0,1,,0,1,,100,100,0
2008,"All Weapons Combined","52A",67,647,129,19.9,2973,98,29,50.2,10.3,0
2008,"Any Weapon","53",68,334,59,17.7,1255,30,28,31,3.4,0
2008,"Archery","53",68,496,63,12.7,3767,35,27,45.7,25.7,0
2008,"Muzzleloader","53",68,47,17,36.9,153,14,3,79.2,6.9,0
2008,"All Weapons Combined","53",68,877,140,16,5176,79,58,46.4,14,0
2008,"Any Weapon","54",69,150,6,4,844,5,1,60,60,0
2008,"Archery","54",69,680,118,17.4,3753,73,44,42.1,6.9,0
2008,"Muzzleloader","54",69,3,0,0,9,,,,,
2008,"All Weapons Combined","54",69,833,124,14.9,4605,78,45,43.2,10.3,0
2008,"Any Weapon","55",70,110,6,5.5,531,5,,0,0,33.3
2008,"Archery","55",70,492,34,7,2536,17,16,52.9,17.6,0
2008,"Muzzleloader","55",70,1,0,0,1,,,,,
2008,"All Weapons Combined","55",70,603,40,6.6,3068,22,16,40.9,13.6,4.9
2008,"Any Weapon","56",71,2077,519,25,7633,502,1,33.5,6.4,1
2008,"Archery","56",71,91,8,8.7,490,4,4,25,25,0
2008,"Muzzleloader","56",71,10,1,10.2,14,1,,0,0,0
2008,"All Weapons Combined","56",71,2178,528,24.2,8137,507,5,33.4,6.5,0.9
2008,"Any Weapon","57",72,52,10,19.1,189,9,,33.3,0,0
2008,"Archery","57",72,26,2,7.7,178,1,1,100,100,0
2008,"Muzzleloader","57",72,0,0,,0,0,0,,,
2008,"All Weapons Combined","57",72,78,12,15.4,368,10,1,40,10,0
2008,"Any Weapon","58",73,691,120,17.4,2469,74,46,29.9,13.1,4.2
2008,"Archery","58",73,115,17,14.6,728,,17,,,0
2008,"Muzzleloader","58",73,1,0,0,1,,,,,
2008,"All Weapons Combined","58",73,807,138,17.1,3198,74,62,29.9,13.1,3.6
2008,"Any Weapon","59",74,1112,255,22.9,3745,167,87,23,3,2
2008,"Archery","59",74,155,14,9.1,1218,9,5,44.4,0,14.3
2008,"Muzzleloader","59",74,6,0,0,19,,,,,
2008,"All Weapons Combined","59",74,1273,269,21.1,4983,176,92,24.1,2.8,2.6
2008,"Any Weapon","59A",75,467,127,27.2,1974,95,31,18.1,5.3,3.2
2008,"Archery","59A",75,64,3,4.7,549,3,,0,0,0
2008,"Muzzleloader","59A",75,0,0,,0,0,0,,,
2008,"All Weapons Combined","59A",75,531,130,24.5,2523,98,31,17.5,5.1,3.1
2008,"Any Weapon","60",76,684,88,12.9,3176,61,28,15.1,3.4,20.2
2008,"Archery","60",76,172,8,4.6,1624,5,3,40,40,37.5
2008,"Muzzleloader","60",76,1,0,0,5,,,,,
2008,"All Weapons Combined","60",76,857,96,11.2,4805,66,31,17,6.2,21.6
2008,"Any Weapon","60A",77,468,127,27.2,2400,92,24,29.1,5.5,22.4
2008,"Archery","60A",77,130,20,15.8,1534,7,13,85.7,57.1,80.4
2008,"Muzzleloader","60A",77,17,0,0,59,,,,,
2008,"All Weapons Combined","60A",77,615,148,24.1,3993,99,37,33.2,9.2,30.4
2008,"Any Weapon","61",78,683,67,9.8,2811,56,11,22.3,9.3,29
2008,"Archery","61",78,225,19,8.6,1905,7,12,28.6,14.3,30.9
2008,"Muzzleloader","61",78,9,0,0,52,,,,,
2008,"All Weapons Combined","61",78,917,87,9.5,4768,63,23,23,9.9,29.1
2008,"Any Weapon","62",79,562,66,11.8,3190,40,25,38.7,10,33.9
2008,"Archery","62",79,100,1,1,717,1,,0,0,0
2008,"Muzzleloader","62",79,0,0,,0,0,0,,,
2008,"All Weapons Combined","62",79,663,67,10.1,3908,41,25,37.8,9.8,33.4
2008,"Any Weapon","62A",80,267,25,9.3,1533,15,3,66.7,20,32.3
2008,"Archery","62A",80,32,6,19.9,321,6,,100,100,100
2008,"Muzzleloader","62A",80,3,1,33.3,12,1,,100,100,100
2008,"All Weapons Combined","62A",80,302,32,10.6,1866,22,3,77.7,46.5,48
2008,"Any Weapon","63",81,427,69,16.2,1649,61,8,46.5,10,30.9
2008,"Archery","63",81,102,10,9.8,648,4,5,50,25,40
2008,"Muzzleloader","63",81,21,2,9.3,128,2,,50,0,50
2008,"All Weapons Combined","63",81,550,81,14.7,2425,67,13,46.8,10.6,32.5
2008,"Any Weapon","63A",82,386,84,21.7,1861,50,33,32.9,8.2,84.9
2008,"Archery","63A",82,260,77,29.5,2989,73,4,57.4,19.9,100
2008,"Muzzleloader","63A",82,48,10,20.9,227,7,3,57.1,14.3,100
2008,"All Weapons Combined","63A",82,693,170,24.5,5077,129,40,47.7,15,92.6
2008,"Any Weapon","64",83,709,67,9.5,3337,39,27,35.9,15.4,24.4
2008,"Archery","64",83,134,2,1.5,1511,2,,0,0,50
2008,"Muzzleloader","64",83,8,1,11.8,23,1,,100,100,0
2008,"All Weapons Combined","64",83,852,71,8.3,4871,42,27,35.7,16.7,24.4
2008,"Any Weapon","65",84,342,62,18.1,2025,42,19,61.1,46.9,31.3
2008,"Archery","65",84,71,7,9.9,651,6,1,83.3,16.7,85.7
2008,"Muzzleloader","65",84,1,0,0,2,,,,,
2008,"All Weapons Combined","65",84,414,69,16.7,2678,48,20,63.9,43.2,36.8
2008,"Any Weapon","66",85,1049,131,12.5,4891,130,1,49.6,13.4,5.3
2008,"Archery","66",85,118,3,2.5,832,1,2,,,0
2008,"Muzzleloader","66",85,1,0,0,1,,,,,
2008,"All Weapons Combined","66",85,1168,135,11.6,5724,131,3,49.6,13.4,5.2
2008,"Any Weapon","66A",86,707,115,16.2,3429,104,8,38.3,5.7,9.9
2008,"Archery","66A",86,158,13,8.2,1454,5,8,60,0,7.7
2008,"Muzzleloader","66A",86,0,0,,0,0,0,,,
2008,"All Weapons Combined","66A",86,865,128,14.8,4883,109,16,39.3,5.5,9.7
2008,"Any Weapon","67",87,878,86,9.8,4515,70,15,37.6,18.8,22
2008,"Archery","67",87,98,1,1,897,1,,100,0,100
2008,"Muzzleloader","67",87,2,1,50,7,,1,,,100
2008,"All Weapons Combined","67",87,977,88,9,5419,71,16,38.5,18.5,23.8
2008,"Any Weapon","68",88,647,120,18.6,2557,120,,47.1,12.9,0
2008,"Archery","68",88,36,1,2.8,233,1,,0,0,0
2008,"Muzzleloader","68",88,0,0,,0,0,0,,,
2008,"All Weapons Combined","68",88,683,121,17.7,2790,121,,46.7,12.8,0
2008,"Any Weapon","68A",89,22,3,13.4,93,1,2,0,0,100
2008,"Archery","68A",89,59,11,19.5,904,5,6,80,80,100
2008,"Muzzleloader","68A",89,1,0,0,6,,,,,
2008,"All Weapons Combined","68A",89,82,14,17.1,1002,6,8,66.7,66.7,100
2008,"Any Weapon","69",90,2244,324,14.5,10532,311,10,35.9,6.4,4.9
2008,"Archery","69",90,207,24,11.5,1999,21,3,75.8,67.8,43.7
2008,"Muzzleloader","69",90,2,0,0,3,,,,,
2008,"All Weapons Combined","69",90,2454,349,14.2,12534,332,13,37.4,8.8,7.6
2008,"Any Weapon","70",91,299,50,16.6,1315,50,,46,21,21
2008,"Archery","70",91,112,33,29.4,747,26,7,48.1,3.9,0
2008,"Muzzleloader","70",91,0,0,,0,0,0,,,
2008,"All Weapons Combined","70",91,411,82,20,2062,75,7,46.7,15.1,12.6
2008,"Any Weapon","71",92,919,166,18.1,3856,163,3,33.3,3.1,0
2008,"Archery","71",92,80,3,3.7,418,2,1,0,0,0
2008,"Muzzleloader","71",92,1,0,0,2,,,,,
2008,"All Weapons Combined","71",92,1000,171,17.1,4277,166,4,32.7,3,0
2008,"Any Weapon","72",93,831,157,18.8,3620,154,,29.8,3.9,0
2008,"Archery","72",93,52,5,9.5,314,1,4,100,100,0
2008,"Muzzleloader","72",93,0,0,,0,0,0,,,
2008,"All Weapons Combined","72",93,884,162,18.3,3934,155,4,30.3,4.5,0
2008,"Any Weapon","73",94,2083,467,22.4,7351,466,,82.7,13.8,0.2
2008,"Archery","73",94,238,22,9.3,1557,20,2,63.2,5.3,0
